weighted_avg_RRD,RRD,NRF,predicted_NRF_group_0,predicted_RRD_group_0,predicted_weighted_avg_RRD_group_0,predicted_NRF_group_1,predicted_RRD_group_1,predicted_weighted_avg_RRD_group_1,predicted_NRF_group_2,predicted_RRD_group_2,predicted_weighted_avg_RRD_group_2,predicted_NRF_group_3,predicted_RRD_group_3,predicted_weighted_avg_RRD_group_3,predicted_NRF_group_4,predicted_RRD_group_4,predicted_weighted_avg_RRD_group_4,predicted_NRF_group_5,predicted_RRD_group_5,predicted_weighted_avg_RRD_group_5,predicted_NRF_group_6,predicted_RRD_group_6,predicted_weighted_avg_RRD_group_6,predicted_NRF_group_7,predicted_RRD_group_7,predicted_weighted_avg_RRD_group_7,predicted_NRF_group_8,predicted_RRD_group_8,predicted_weighted_avg_RRD_group_8,predicted_NRF_group_9,predicted_RRD_group_9,predicted_weighted_avg_RRD_group_9,predicted_NRF_group_10,predicted_RRD_group_10,predicted_weighted_avg_RRD_group_10,predicted_NRF_group_11,predicted_RRD_group_11,predicted_weighted_avg_RRD_group_11,predicted_NRF_group_12,predicted_RRD_group_12,predicted_weighted_avg_RRD_group_12,predicted_NRF_group_13,predicted_RRD_group_13,predicted_weighted_avg_RRD_group_13,predicted_NRF_group_14,predicted_RRD_group_14,predicted_weighted_avg_RRD_group_14,predicted_NRF_group_15,predicted_RRD_group_15,predicted_weighted_avg_RRD_group_15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0585709638031484,0.052231112396415674,0.013425402762082518,0.04036846269440361,0.059639450926129677,0.060460612348696374,0.02083894195104965,0.03131619252867389,0.030909726260460738,0.032205887362331265,0.04891515182645162,0.04921828772248827,0.042164958772763675,0.06255662422136736,0.06284608355289843,0.08761800602840701,0.07729615273285109,0.07724550286707914,0.034432451430740564,0.03140305454580193,0.031599261833203995,0.04409450812907016,0.03881014063108621,0.039186425767766486,0.06914175368678578,0.06140052359662141,0.06162285536944107,0.117724406056361,0.06023090220413587,0.06152214775166412,0.05767520952485431,0.030581474426805092,0.03075804294627404,0.08050110859405711,0.04019424120801183,0.04017807461475365,0.1441013292269095,0.07198187753379717,0.0721839382810285,0.27062333626838747,0.04833316831154967,0.046674753967353134,0.2719218875297835,0.039342159901673945,0.0418424456836705,0.3483055096863097,0.050812434572553376,0.06246243866054202,0.3486841995910999,0.07753559389883871,0.07841758244148271
0.06658115071622422,0.060780983117378846,0.015261465864425127,0.043848995115641436,0.06489589298144857,0.06567347178009361,0.026873419356377402,0.04025534396527583,0.0398604707445981,0.03797299499967065,0.057684741713258714,0.058031805568704284,0.04801768243800337,0.07133902499273163,0.07156945886698203,0.09365635274906961,0.08257823881017858,0.08256901055763462,0.04402623256524379,0.04025495872591475,0.04040364227789602,0.05442158718726365,0.04807148234115264,0.048364015768934024,0.07999048863353704,0.07108118822474012,0.07129183234670311,0.12936711547652002,0.066178041416249,0.06760656570008673,0.07326991122717796,0.03883723122616373,0.039074657808118626,0.09781854188364963,0.04872433608252639,0.04882119939895858,0.16126978866500424,0.08058241617202025,0.08078404643484245,0.3192937417002996,0.05584133770712453,0.0550690012275854,0.3223077761827443,0.04709172514505117,0.049595660507004875,0.38604390955924195,0.058645942666862044,0.06923015384636554,0.3824061940582437,0.08536433332910409,0.08600151450470651
0.0559155997617493,0.05295747885737833,0.01281675080519227,0.03438978174351846,0.05104929232831965,0.05150622847571043,0.02668476268854482,0.03983098468280737,0.03958064243212362,0.0337123007533043,0.05122478369328824,0.05152044716531858,0.04050829591270088,0.06030914074691245,0.06037685850079799,0.07130787646880038,0.06281456709129508,0.06286621923843147,0.043283222592871,0.03969225389480068,0.03972176905405904,0.05128384985238394,0.045499526835138936,0.045575534473437915,0.06903582171728237,0.061405986743220585,0.06152844309194403,0.1032356293039516,0.05280328851874706,0.05395039017001316,0.07147568249483756,0.037873464165343616,0.038117800176227706,0.0903294030247129,0.04486224519341369,0.045083372863029055,0.13232232473219283,0.0661540466092238,0.0662835420943998,0.28235804987449054,0.048001400468692904,0.048698655076528076,0.2869786288250656,0.042525083113156746,0.04415932751155172,0.3113600685278173,0.05035018203528373,0.05583692660870179,0.30300361048150404,0.0680817116128492,0.06814421368351199
0.04709696112693213,0.04633717511108863,0.010795377623019744,0.027404954966288312,0.04080742748491625,0.041044920912481075,0.02579630354218538,0.038419210170977075,0.038262819815597274,0.029986650641041907,0.04557234893634263,0.045826763985108335,0.0344085354049027,0.0513264078686033,0.051285279386688296,0.05480988739503209,0.04823606098587878,0.04832131551298453,0.0415374854754133,0.03817021096170976,0.038119675622592254,0.04774897396477016,0.04249677056677607,0.042434119420960585,0.059764117251503705,0.05320584564503806,0.053265000629794355,0.08329573814306547,0.042609681550981555,0.04352990922433033,0.06818513694338013,0.03612591107679404,0.03636296058011348,0.08273492768803833,0.04101227216776845,0.04129297292859457,0.109276371666571,0.05466941447281244,0.0547392512634886,0.24757523664461534,0.04121143432138234,0.04269961865866811,0.25335494718558954,0.03804938672982784,0.038985425971423925,0.25178896712437643,0.04320680421692102,0.0451539021836661,0.24038825521792417,0.05439140098732763,0.05406228857981471
0.04012523481177312,0.040920071878508206,0.009197346317907636,0.02289451478395095,0.03417029845123843,0.03428954909040552,0.024208041917299132,0.036020020429784985,0.03590700289501913,0.026796044662883482,0.04072743744242197,0.04095075602807357,0.029718400914608874,0.044390826357804135,0.04429472152465302,0.04416238552776471,0.03884272049392972,0.0389342993812938,0.038789021212870776,0.03568882992664204,0.035597361983495744,0.04381695952442231,0.03906321353606397,0.03893977061150203,0.052175375236201145,0.04648076493019255,0.04650150496025416,0.06954744199386166,0.03559722051295249,0.036345122863038266,0.0633982745728057,0.03359457196051503,0.03381013901977597,0.07503511587362596,0.03717441700559065,0.03744999959565515,0.09213192946813878,0.04612851976278627,0.046151173942108895,0.2149453020106739,0.035471439265192896,0.03707189197400548,0.2214367312643163,0.03366463599506459,0.034073955886621494,0.20733060534891934,0.03721580921177399,0.03718108057125844,0.19456012826750466,0.04429340145253936,0.0437557391936148
0.03491680161399113,0.036653975505251034,0.008003490029753714,0.0207102598366394,0.030922315775706408,0.031018149021498905,0.021977720672745622,0.0327156537108705,0.03259883977886981,0.024120604277448828,0.03666027026560248,0.03686204413533112,0.02636716038498201,0.039400378704733105,0.03929976010501008,0.03902054241147081,0.034328504090336456,0.03440116429656043,0.03512295193786034,0.032328661924241685,0.03223294620401699,0.039537103592895764,0.035247789784142315,0.03513629793715933,0.046197613431995375,0.041168064274997626,0.04117380163409536,0.06164079570592326,0.031585618772597454,0.03221315161390059,0.05724677075288782,0.030348498322386747,0.030529557635920457,0.06728114849419259,0.03336950421599088,0.03357999723951072,0.08058267561232842,0.04037835624440238,0.04036586556228816,0.18456390098927944,0.030748387519100036,0.03183197276596368,0.1913323808395921,0.029394594780120194,0.02944159745850218,0.17722668922047624,0.03233649437841567,0.03178247514492319,0.1646541929894477,0.03760421971950912,0.03703002249091699
0.0305008942118968,0.03293294988218411,0.0069912933441668,0.019131663818618565,0.028560619005387453,0.028653855820064095,0.019775698756144433,0.02946084535141423,0.02933265213740707,0.021729551890018385,0.03302513222577475,0.03320794502481447,0.023533658297903298,0.03517070459459433,0.035076478164393375,0.03538111253454786,0.031140458583077586,0.031192581908811964,0.031527493065538544,0.02902485590480509,0.028933330823870673,0.035481714624563565,0.031618593322444204,0.031532307202036466,0.040995162473175174,0.036540063813011184,0.03653709709729305,0.055513152098434236,0.02848185981971632,0.029010877692815813,0.05125929524560503,0.02718933552129113,0.02733645213513497,0.06006720435322353,0.029839293495107312,0.02997952028926016,0.07107239467688718,0.035642615980589265,0.035601929408735064,0.15754152927700055,0.02665884693292872,0.027171389651896468,0.1643003504245771,0.025515146961188884,0.025281997528409365,0.15267389370270182,0.028096327174965886,0.027379365112713164,0.1406279079573328,0.03219361197069577,0.03162661393533034
0.026599855560484515,0.02958368630209758,0.006097112820491588,0.017666625029273242,0.026369344697110032,0.026459639434145324,0.017793710973901394,0.026528666958341322,0.026392833986148955,0.019556880926646283,0.02972314251681966,0.029887584886977757,0.020983029295261798,0.03136305551589476,0.031274813273023984,0.032099095138987656,0.028262374977165942,0.028299100355986463,0.028285292111814766,0.026044881413689054,0.025957906403141943,0.031814483208017524,0.02833810933251183,0.028273268882410406,0.03632900577821675,0.03238863391634802,0.032378366897200854,0.05000252045959044,0.025687303005426293,0.026131050941108666,0.04587307530347947,0.024346368656259304,0.0244639947021614,0.05356322935546328,0.02665293249689525,0.026733388685405514,0.06258394460986795,0.031413242713366235,0.03134985374068573,0.13419580876603737,0.02309314896366232,0.023144923287003447,0.14070058081413686,0.02210520032607665,0.02165054260198743,0.13115430831261532,0.024360154731817237,0.02352020772057442,0.11960892434512531,0.027452289872731468,0.02689953458335696
0.023213685659754228,0.026606184764991082,0.005320948458728065,0.01631514346860344,0.02434849285087416,0.02443549986374261,0.0160317573260165,0.02391911853165175,0.023779385325095454,0.017602591387332514,0.026754301138737197,0.026900963721820968,0.01871527337705755,0.027977431468634475,0.027894765430901955,0.029174490224790215,0.025694253272601577,0.025720719638083936,0.025396349076688984,0.023388738450893582,0.023306672941830784,0.028535409343257677,0.0254063378143452,0.02535918297828118,0.03219914334712013,0.028713774585008137,0.02869761103381879,0.045108900789391754,0.023201948329727374,0.023573671358779094,0.04108811092651117,0.021819597727291265,0.021912185336999773,0.04776922350091178,0.02381042122135468,0.02384160242794675,0.055117325411270804,0.02769023644273329,0.0276096385581402,0.11452673945638978,0.020051293611300872,0.019752573671284593,0.12053307200827108,0.019164754874783457,0.018547232679236334,0.11266793305021693,0.021127977048969702,0.020205002968506997,0.10159724215282505,0.023380253425616216,0.022848784434996796
