lagtime	NRF_p<2.39983|all	NRF_p=2.39983-4.79971|all	NRF_p=4.79971-7.23127|all	NRF_p=7.23127-9.64423|all	NRF_p=9.64423-12.3346|all	NRF_p>12.3346|all	se_p<2.39983|all	se_p=2.39983-4.79971|all	se_p=4.79971-7.23127|all	se_p=7.23127-9.64423|all	se_p=9.64423-12.3346|all	se_p>12.3346|all
10	0.0337126774831622	0.0748014506929164	0.112016858197085	0.117183425380027	0.0887652357122704	0.0619203761164082	0.00192015289366051	0.00387427269207323	0.00793249036180085	0.0144267147162997	0.0212296752351826	0.0305285022507726
11	0.0281634408169749	0.0632298337862854	0.0930629921241313	0.0989301296649385	0.0902577686012639	0.0668718714577157	0.00192047770371921	0.00388345457713862	0.00796663359228332	0.0145158004591748	0.0213238587261957	0.0306977336951424
12	0.0230362547269403	0.0534837008603597	0.0866643577314336	0.0882133851465039	0.0815381359438222	0.076206264782121	0.00192056691557498	0.00389077200190515	0.00798961114568451	0.0145851920623853	0.0213835694115282	0.030822931067328
13	0.0208139892284609	0.0463476683533731	0.0777356465751975	0.0896417435880096	0.0677857969709056	0.0603786285972718	0.00192060648508975	0.00389402508853676	0.00800854404829422	0.0146423745391372	0.0214308416977685	0.0309211292005116
14	0.0223419526767079	0.0473248508194172	0.0721686853377653	0.0988203885691964	0.0783008789508307	0.0460166089779503	0.0019208143401023	0.00389890302883276	0.00802398893619586	0.0146852281696723	0.0214710133959453	0.0309931479605222
15	0.0182080694829998	0.0391619113228202	0.0614791866913331	0.103702581789913	0.105498507562135	0.0500312311473925	0.00192085080440521	0.00390293026932214	0.00803783099380248	0.0147174683469447	0.0215075492776342	0.0310481083034946
16	0.0185493206469429	0.0430752287137429	0.0709724055399557	0.123163806223181	0.117034490789445	0.0503561420183812	0.00192054921926111	0.00390524159906198	0.00804851578335687	0.0147441093172672	0.0215420843183576	0.0310889236572887
17	0.0187294529011944	0.0441283472752682	0.0800161568661837	0.137269981205558	0.115605971886911	0.0424344750361254	0.00192041088562973	0.00390792751868957	0.00805616580988774	0.0147645775142788	0.0215686336789259	0.0311219200895439
18	0.0171223680403445	0.0369962304756901	0.060249188254029	0.099902469181562	0.0831420757333964	0.0227767297391325	0.0019194732408109	0.00390918996384948	0.00806154120118175	0.0147797955893175	0.0215886330550086	0.0311462146091161
19	0.0160766909386921	0.037628378372072	0.0531608664939049	0.0726850998666286	0.0718222785427258	0.0420226849410132	0.00191920017954914	0.00391012784255504	0.00806449540517796	0.0147932083490526	0.0216044569272166	0.0311645702282278
20	0.0133153937271808	0.029841173101164	0.036590583511595	0.0732927408635323	0.0997093049333123	0.0712763271788078	0.00191884690259667	0.0039117320865716	0.00806592059768693	0.0148038302874546	0.0216164089820936	0.0311798938455759
21	0.0131097290235439	0.0299008995132947	0.0424266291985936	0.0437624542751369	0.051863352925447	0.107101350131192	0.0019182885000933	0.00391232379825277	0.00806679137414579	0.014812250146444	0.0216262961068965	0.0311662424654475
