,,,,,,QUALITY,,,,,RESPONSE VARIABLEN,,Klimaangaben [mm],,,,,,Höhenangaben [m],,,,,Hangneigungsklassen [%],,,,,,,,,,,,,,Abflussakkumulation [no. raster cells],,,,,,,Speichervermoegen [%],,,,,,,Durchlaessigkeit [%],,,,,,Vernaessung [%],,,,,Gruendigkeit [%],,,,,,Bodennutzung [%],,,,,,,,,,,Bodenbedeckung [%],,,,,,,,,Geologie / tektonische Einheiten [%],,,,,,,,,,,,,,,,,,,,,,Geologie / Lithologie [%],,,,,,,,,,,,,,,,,Geologie / Chronostratigraphie [%],,,,,,,,,,,,Maechtigkeit Lockermaterial,,,,Geology CH 1:25000,,,,,,Quaternary Deposits  CH 1:25000,,,,,,,,
381,,Traversagna,Arbedo,TICINO,"16,6",3,3,,??,,,,"1655,93","1040,30","639,96","665,72","431,87","245,16",238,2226,1301,"7,3439",1988,"34,01",1,0,0,0,"3,0062","8,4964","19,6011","41,7437","20,3543","5,2164","1,3383","0,2388","0,0046","1,2602",41329,1229,489,4881,5056,"2,4945","42,0151","30,8190","26,2377","0,0157","0,0000","0,0000","30,4048","0,0000","0,0000","0,0000","0,0157","99,0718","99,0843","99,0875","0,0000","0,0000","0,0000","24,7719","72,8341","22,6902","3,5475","0,0157","0,0000","25,7839","0,0000","0,6807","0,0000","9,5877","0,0000","89,7316","0,0000","0,0000","0,0000","0,0000","0,0000",1957,0,3215,1311,0,244,0,82176,689,0,0,0,0,0,0,0,0,0,0,0,0,0,1649,0,0,0,0,0,0,0,0,"1,2293","0,0745","54,2470","0,0000","0,0000","38,5381","0,7249","0,0000","0,0000","0,0110","4,2311","0,2074","0,0000","0,0000","0,0000","0,0000","0,0000","54,9606","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","57,69","2,42","2,91","9,02","9,09","7,88","11,00","0,0","0,0","0,0","0,0","100,0","0,0","55,0","0,0","0,0","0,7","34,9","0,0","19,2","0,0","0,1"
382,,Vedeggio,Isone,TICINO,"19,9",1,2,,,"0,7988","0,6557",14187,"1894,36","1169,44","760,08","623,90","405,18","229,36",738,2227,1436,"6,7541",1489,"32,08",1,0,0,0,"2,9318","9,3384","25,2801","44,6434","13,4738","3,1973","0,9719","0,1581","0,0051","1,2228",33171,1030,177,1786,5066,"1,6683","22,5676","63,0208","1,1142","10,4629","0,0000","0,0000","32,3005","0,0000","0,0000","0,0000","11,5771","85,5884","94,8500","96,0513","1,1142","0,0000","0,0000","24,5699","85,5884","1,1142","10,4629","0,0000","0,0000","23,8411","0,0000","0,0000","3,9860","34,9681","0,0000","61,0458","0,0000","0,0000","0,0000","0,0000","0,0000",4392,35,12007,2623,0,6,27,48999,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29494,0,0,0,0,0,"0,0000","0,0303","64,9777","0,0000","0,0000","25,6305","0,3209","0,0062","0,0000","0,0000","4,6274","3,8293","0,0000","0,0170","0,0000","0,0000","0,0000","65,7890","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","55,70","3,92","4,48","13,77","14,29","7,82","0,02","0,0","0,0","0,0","0,0","0,0","100,0","65,6","0,0","0,0","0,8","26,8","0,0","38,0","0,0","0,0"
383,,Mara,Maroggia,TICINO,"8,3",3,2,,,"1,1657","0,9715",19324,"1620,63","953,41","704,55","806,15","516,18","304,23",278,1392,766,"6,9753",1114,"31,93",0,0,0,1,"6,8261","11,4825","23,6415","33,0212","16,7827","5,7155","1,9011","0,5646","0,0648","1,2567",20972,851,56,572,4943,"2,5206","14,9124","64,1110","20,7214","0,0000","0,2552","0,0000","34,4291","0,0000","0,0000","0,0000","52,2513","47,7487","89,5497","100,0000","0,0000","0,0000","0,0000","25,0000","79,0234","0,0000","20,7214","0,0000","0,2552","28,4927","0,0000","6,7809","0,0000","8,9802","0,0000","84,2389","0,0000","0,0000","0,0000","0,0000","0,0000",779,0,103,26,0,0,0,46592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,8558","0,0000","60,6991","0,0000","2,9543","0,0000","0,2365","2,8627","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,2129","0,0000","60,9138","0,0000","0,0000","0,0000","32,8422","0,3207","0,0000","0,0000","5,6933",,,,,,,,"0,0","0,0","0,0","0,0","0,0","0,0","34,4","0,0","0,0","0,2","24,8","0,0","9,4","0,0","0,0"
384,,Ticino,Ronco Bedretto,TICINO,"43,0",1,1,,,"0,7678","0,6880",37027,"2023,74","1142,77","931,46","444,78","304,82","146,02",1462,3150,2261,"6,4511",1688,"29,68",1,0,0,0,"8,4795","18,3942","23,9305","27,2070","13,8815","5,3561","2,2275","0,5164","0,0073","1,2305",117232,1301,145,1507,5250,"2,7253","7,0514","26,8734","15,6945","11,8893","0,0000","0,0000","25,9065","0,0000","0,0000","0,0000","51,9455","9,5632","51,1196","50,3253","7,3661","3,8173","0,0000","19,1273","30,1075","19,5118","11,8893","0,0000","0,0000","20,9598","0,0000","0,0000","11,3882","43,5031","0,0000","10,5657","32,5030","2,0400","0,0000","0,0000","0,0000",16525,0,3679,28628,1795,208,343,5971,382,5,20468,0,0,27,0,0,0,0,0,0,0,0,17942,0,1058,0,0,0,0,0,0,"9,3473","3,7725","58,0112","0,0540","0,0004","7,1863","5,8552","0,0000","0,0000","0,2531","3,6085","15,0950","0,0000","0,0000","0,0000","0,0000","0,0000","66,6819","19,0716","0,0000","0,0000","0,0000","0,0596","0,0000","0,0000","0,0000","67,53","4,66","4,90","11,29","8,00","3,50","0,12","0,0","0,0","0,0","0,0","99,8","0,0","66,3","0,0","0,0","0,7","40,3","0,2","23,3","1,7","0,1"
385,,Laveggio,Mendrisio,TICINO,"15,1",3,1,,,"0,9818","0,9230",36014,"1618,28","938,38","715,62","917,74","582,57","351,56",300,619,376,"1,6047",319,"8,03",0,1,0,0,"71,8101","15,0288","8,7605","3,5339","0,7296","0,1069","0,0279","0,0022","0,0000","1,0270",29946,1138,49,486,6352,"1,9795","0,0000","6,6251","0,0000","35,6399","41,2625","0,0000","60,3537","0,0000","0,0000","19,1072","64,4202","0,0000","63,0005","67,4970","0,0000","16,0304","0,0000","28,8971","6,6251","0,0000","5,8884","71,0139","0,0000","61,6692","14,2758","37,1796","0,0000","27,2161","5,3729","15,9555","0,0000","0,0000","0,0000","0,0000","0,0000",19,0,32,463,0,66,0,17056,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6515,0,0,0,0,0,"0,0927","0,0000","13,4868","0,0000","0,0000","0,0000","0,0000","0,0000","0,2297","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","92,4587","0,0000","0,2188","2,1015","0,9159","2,7484","0,0000","0,0000","0,0000","29,48","10,41","8,95","14,27","10,66","16,75","9,48","0,0","0,0","0,0","0,0","0,0","98,8","92,0","0,7","0,0","43,3","44,2","0,2","3,3","0,3","0,0"
386,,Scairolo,Barbengo,TICINO,"8,7",3,1,,,"1,1012","1,0227",20905,"1656,06","995,75","701,58","852,85","544,28","323,65",272,877,437,"4,0472",605,"20,08",0,0,0,1,"31,5029","16,8163","24,5715","19,9152","5,6559","1,2031","0,2787","0,0514","0,0050","1,1121",4789,678,303,3000,5766,"0,5496","0,3890","59,2267","17,0087","23,3756","0,0000","0,0000","43,8951","0,0000","0,0000","23,3756","10,5017","66,1227","88,5494","76,6244","5,1252","0,0000","18,2504","39,9691","59,6158","18,2504","22,1339","0,0000","0,0000","32,5036","14,7040","29,9464","0,0000","0,0000","0,0000","55,3496","0,0000","0,0000","0,0000","0,0000","0,0000",93,0,174,208,0,13,0,52806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","65,5617","0,0800","8,7944","3,1773","3,2916","3,4351","0,0000","0,0000","0,9170","1,2627","0,0000","0,0000","0,0800","0,0000","0,0000","79,3816","0,0000","0,0000","0,0000","0,0000","5,5221","0,0000","0,0000","7,6367","47,36","7,66","7,89","18,22","15,40","3,46","0,00","0,0","0,0","0,0","0,0","0,0","100,0","79,4","0,0","0,0","13,4","50,7","0,0","14,8","0,4","0,0"
387,,Vecchio Vedeggio,Agno,TICINO,"7,4",3,2,,,,,41195,"1870,57","1134,17","783,73","831,83","532,33","314,32",271,974,574,"4,2106",704,"20,74",0,1,0,0,"29,0847","20,2664","22,1140","18,5935","8,1747","1,5833","0,1773","0,0061","0,0000","1,1179",9541,568,203,2035,5808,"1,2896","0,0000","52,7012","0,0000","46,1648","0,0000","0,0000","48,3436","0,0000","0,0000","5,6322","40,5325","52,7012","88,5066","93,2338","0,0000","0,0000","5,6322","28,9407","52,7012","5,6322","27,5380","12,9945","0,0000","39,7116","7,5371","28,3505","0,0000","3,4563","0,0000","60,6561","0,0000","0,0000","0,0000","0,0000","0,0000",61,0,0,0,0,61,0,52192,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5315,0,0,0,0,0,"0,1133","0,0000","80,3010","0,0854","0,0000","10,5561","0,7610","0,0000","0,0000","0,0000","0,3510","4,8261","0,0000","0,6624","0,0854","0,0000","0,0000","82,5687","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0618","0,0000","62,11","4,37","3,85","6,77","4,31","3,98","14,60","0,0","0,0","0,0","0,0","0,0","100,0","82,6","0,0","0,0","5,7","62,4","0,6","13,9","0,0","0,0"
388,,Morobbia,Giubiasco,TICINO,"44,8",3,2,,,"0,4713","0,9588",11949,"1778,69","1109,09","697,34","651,91","423,35","239,60",224,2205,1303,"7,9452",1981,"35,76",1,0,0,0,"2,3368","6,6943","18,4173","39,8219","22,5884","7,1626","2,4186","0,5330","0,0272","1,3021",37914,2124,73,736,4817,"0,8454","40,6696","53,4494","3,6569","0,0042","0,0000","0,0000","26,4260","0,0000","0,0000","0,0000","3,6609","94,1192","97,0479","94,1234","1,1974","2,4593","0,0000","25,9740","91,6597","6,1162","0,0042","0,0000","0,0000","20,7810","0,0000","1,8341","0,4874","26,6682","0,5697","70,4406","0,0000","0,0000","0,0000","0,0000","0,0000",3747,115,20010,367,0,47,28,61135,990,0,0,0,0,0,0,0,0,466,0,0,0,0,1034,0,0,10721,0,0,0,0,0,"0,0378","0,1047","42,4221","0,0000","0,0092","42,8739","4,4674","0,0000","0,0000","0,0128","4,0249","5,4129","0,0000","1,4686","0,0000","0,0000","0,0000","43,2150","0,0000","0,0000","0,0000","0,0000","0,7031","0,0000","0,0000","0,0000","71,50","2,20","2,62","7,83","8,58","6,41","0,85","0,0","0,0","0,0","0,0","27,6","72,2","43,2","0,0","0,0","0,1","25,9","0,0","16,0","1,1","0,1"
389,FG_0346,Aabach,Lenzburg,AARGAU,"176,9",2,1,,,"0,5751","0,5206",21769,"1144,60","638,07","528,35","771,12","497,09","288,01",392,878,563,"1,2126",486,"6,52",0,0,0,1,"79,6250","15,1200","3,7718","1,1792","0,2691","0,0308","0,0039","0,0003","0,0000","1,0148",57775,4914,1915,19173,7071,"0,3266","0,0000","0,0000","0,0000","17,8884","58,0766","11,6340","71,9567","0,0000","12,3060","69,9733","1,9977","3,3219","51,8265","11,1754","13,1855","50,9321","12,3060","59,8916","0,0000","0,0000","22,1117","64,6708","0,8165","65,8201","0,2930","11,9255","0,0000","59,8854","0,5538","18,3228","0,0000","0,0000","0,3278","0,0000","8,6917",1,70,1,86,0,8762,413,19142,0,0,0,65,2893,0,0,0,0,0,0,7267,0,0,0,0,0,0,0,0,0,0,0,"0,0045","0,0320","56,6823","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","2,3809","0,0000","0,0000","90,1089","0,0000","5,2185","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","12,78","2,10","2,10","4,79","6,92","23,51","47,81","0,0","70,3","25,0","4,7","0,0","0,0","91,2","0,0","0,3","6,2","68,2","1,0","6,3","0,6","8,7"
390,,Steinach,"Steinach,Mattenhof",ST.GALLEN,"24,8",2,2,,,"0,6706","0,6001",9687,"1302,55","772,07","560,18","691,22","444,17","259,93",405,1084,703,"2,1898",679,"11,40",1,0,0,0,"54,5544","27,7620","12,0387","4,2152","1,1779","0,2097","0,0392","0,0029","0,0000","1,0390",20583,2282,854,8546,6081,"0,8301","0,0000","0,0000","0,0000","21,7805","26,8707","17,7478","54,6604","0,0000","0,0000","54,1648","12,2342","0,0000","42,2863","21,7805","18,8084","25,8101","0,0000","34,2069","0,0000","0,0000","35,5597","30,8393","0,0000","46,0073","3,6692","32,6887","0,0000","39,4606","0,0000","24,1815","0,0000","0,0000","0,0000","0,0000","0,0000",15,325,12,31,0,417,141,24603,0,0,0,9940,10642,0,0,0,0,0,0,7121,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,1916","70,7225","0,0000","0,2301","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,2118","0,0000","0,0000","0,0000","0,0000","0,0000","74,5077","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","32,56","2,75","3,42","8,27","12,16","28,41","12,43","0,0","66,4","16,6","17,0","0,0","0,0","73,6","0,1","0,0","0,4","65,5","0,9","4,5","1,7","0,5"
391,4502,Stüsslingerbach,Lostorf,SOLOTHURN,"10,2",3,2,,,"0,1198","0,1042",7710,"1139,38","616,65","558,99","777,73","504,46","287,71",416,957,575,"2,6773",541,"13,85",0,0,1,0,"48,2188","25,8107","14,6064","8,9341","1,9639","0,3573","0,0950","0,0139","0,0000","1,0568",56156,748,303,2983,6523,,"0,0000","0,0000","33,2857","47,4414","9,6869","9,5860","65,9289","0,0000","18,5120","20,9868","26,7602","33,7411","75,1461","80,7271","9,5860","9,6869","0,0000","32,2400","0,0000","33,2857","20,2258","46,4885","0,0000","62,6406","0,0000","6,6663","0,0000","55,4017","0,0000","37,9319","0,0000","0,0000","0,0000","0,0000","0,0000",70,0,16,41,0,57,0,34711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,1307","0,0000","48,5178","0,0000","19,8815","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","45,6509","0,0000","0,0000","44,8208","0,0000","9,5284","0,0000","0,0000","0,0000","48,41","2,50","2,30","6,42","10,70","23,97","5,70","100,0","0,0","0,0","0,0","0,0","0,0","57,8","0,2","0,1","33,5","4,4","0,0","15,4","4,2","0,0"
401,A093,Weisse Luetschine,Grindelwald,BERN,"45,0",1,1,,,"0,8223","0,7069",8333,"2140,34","1136,83","1027,71","363,40","249,20","119,15",992,4107,2686,"9,0581",3115,"35,44",1,0,0,0,"8,9947","12,2767","18,3174","20,9458","17,4760","12,3933","6,6119","2,6571","0,3272","1,4206",319117,1563,615,6168,5491,,"0,4286","0,0465","0,0000","0,0000","0,0000","0,0000","0,0869","0,0000","0,0000","0,0000","0,4751","0,0000","0,3800","0,4751","0,0000","0,0000","0,0000","0,1188","0,4751","0,0000","0,0000","0,0000","0,0000","0,0950","0,0000","0,0000","10,6969","2,6907","0,0000","1,2175","27,4914","57,9036","0,0000","0,0000","0,0000",36385,12,366,12351,44933,70,0,839,30,0,0,0,0,26279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,6058","57,7729","8,3024","0,0168","0,0604","13,9962","6,7445","0,0000","0,0000","1,1055","0,0120","1,8901","0,0000","0,0000","0,0000","0,3396","0,0000","66,1794","0,0000","0,0000","0,2316","0,0000","0,2968","0,0000","0,0000","0,0000","59,52","5,84","6,52","12,44","8,68","6,24","0,77","0,0","0,0","0,0","0,0","100,0","0,0","66,2","0,0","0,0","0,1","60,0","0,0","6,1","0,0","0,0"
402,A112,Schwarze Luetschine,Grindelwald,BERN,"50,1",1,1,,,"1,5173","1,2919",16646,"1786,43","967,54","841,07","469,97","313,73","163,61",980,3745,2197,"7,0781",2765,"29,28",0,0,1,0,"10,3850","22,1968","24,5214","19,8516","11,0268","6,3597","3,6530","1,7099","0,2959","1,2922",318218,1378,538,5400,5508,,"9,6221","18,7530","10,8766","10,3067","0,0000","0,0000","20,1641","0,0000","0,0000","21,1833","28,3751","0,0000","35,4101","49,5584","0,0000","0,0000","0,0000","12,3896","28,3751","10,8766","10,3067","0,0000","0,0000","16,2097","0,0000","0,8173","1,5153","42,5335","0,0000","9,3483","22,4399","23,3459","0,0000","0,0000","0,0000",22782,69,1270,7836,19194,228,536,6634,640,16192,18765,0,0,18484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,1783","25,4520","28,8245","0,0844","0,0943","5,1397","3,4181","0,0000","0,1116","0,0000","0,0465","22,8469","0,0000","0,0000","0,0000","1,1296","0,0000","49,6165","18,7652","0,0000","0,0000","0,0000","0,2332","0,0000","0,0000","0,0000","72,79","4,25","4,53","9,15","5,81","3,14","0,32","0,0","0,0","0,0","0,0","46,7","53,3","49,5","0,0","0,0","0,4","34,5","0,9","10,5","3,0","0,2"
403,,Lauche,Matzingen,THURGAU,"47,9",2,2,,,"0,2753","0,2108",12927,"1074,14","600,37","495,22","781,41","503,76","291,46",443,773,544,"1,1933",330,"6,38",1,0,0,0,"83,7179","10,6885","3,3596","1,6259","0,5538","0,0496","0,0043","0,0004","0,0000","1,0154",55126,2021,812,8118,6957,"1,1500","0,0000","0,0000","0,0000","32,7752","49,9984","17,2264","80,7419","0,0000","17,6599","73,6015","7,5270","1,2116","58,4581","25,2578","17,2264","39,8559","17,6599","62,4795","0,0000","0,0000","37,2833","62,7167","0,0000","72,5433","0,0000","7,5231","0,0000","71,6849","0,0000","20,7920","0,0000","0,0000","0,0000","0,0000","0,0000",0,54,20,33,0,176,453,20537,0,0,0,0,0,0,0,0,0,0,0,17734,0,0,0,0,0,0,0,0,0,0,0,"0,0134","0,0000","85,0142","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","2,6896","0,0000","0,0000","7,2358","0,0000","17,7295","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
404,,Luetzelmurg,Matzingen,THURGAU,"41,9",2,2,,,"0,7535","0,6676",22227,"1266,30","691,42","601,84","766,82","494,09","286,32",441,890,608,"2,0649",450,"10,79",1,0,0,0,"61,2489","21,1397","10,1285","5,4824","1,8223","0,1679","0,0095","0,0007","0,0000","1,0396",58376,2790,1099,11089,6507,"1,3948","0,0000","0,0000","0,0000","50,5184","45,6325","3,6298","75,3358","0,0000","25,4292","68,8444","0,0103","5,4968","56,9833","38,6281","11,1262","38,7361","11,2903","55,5625","0,0000","0,0000","60,1904","39,5902","0,0000","67,7864","0,3734","12,2665","0,7167","50,4905","0,0000","36,1529","0,0000","0,0000","0,0000","0,0000","0,0000",0,79,0,446,0,290,283,35212,0,0,0,0,0,0,0,0,0,0,0,21651,0,0,0,0,0,0,0,0,0,0,0,"0,0233","0,2532","79,3841","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","6,7992","0,0000","0,0000","0,0000","0,0000","21,6556","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","100,0","0,0","0,0","0,0","0,0","78,1","0,1","23,9","9,2","31,8","1,6","11,4","0,0","0,0"
405,,Thunbach,Matzingen,THURGAU,"14,1",2,1,,,"0,1867","0,1385",13601,"1063,06","593,23","493,04","779,72","503,14","290,32",445,707,583,"1,3146",262,"7,28",0,0,1,0,"77,7183","16,6303","4,1780","1,2324","0,2233","0,0151","0,0025","0,0000","0,0000","1,0158",52986,1528,588,5838,6963,"3,7484","0,0000","0,0000","0,0000","16,6617","83,3383","0,0000","80,5564","0,0000","17,9728","77,0002","0,1627","4,8643","58,3837","16,6617","0,0000","65,3655","17,9728","71,1623","0,0000","0,0000","29,7702","70,2298","0,0000","74,0460","0,0000","3,7968","0,0000","67,5918","0,0000","28,6114","0,0000","0,0000","0,0000","0,0000","0,0000",0,0,0,22,0,186,215,26413,0,0,0,0,0,0,0,0,0,0,0,47226,0,0,0,0,0,0,0,0,0,0,0,"0,0868","0,2014","26,9786","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,3690","0,0000","0,0000","45,0328","0,0000","47,1986","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","100,0","0,0","0,0","0,0","0,0","61,5","0,0","2,6","0,0","55,9","1,3","0,4","1,2","0,1"
406,,Murg,Fischingen,THURGAU,"16,2",2,2,,,"0,3618","0,3067",8578,"1492,80","823,38","701,38","701,34","452,01","261,95",605,1037,783,"4,3320",431,"21,83",1,0,0,0,"19,0403","29,0544","25,7052","17,9311","7,1099","0,9982","0,1293","0,0313","0,0001","1,1145",67381,813,317,3178,5207,"4,1507","0,0000","0,0000","0,0000","57,8136","42,1864","0,0000","73,6977","0,0000","96,5601","3,4399","0,0000","0,0000","40,6880","0,0000","57,8136","38,9960","3,1904","61,3442","0,0000","0,0000","97,7238","2,2762","0,0000","60,4552","0,0000","0,0000","0,0000","31,9879","0,0000","68,0121","0,0000","0,0000","0,0000","0,0000","0,0000",200,23,0,4,0,10,119,54704,0,0,0,0,0,0,0,0,0,0,0,104269,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","10,4507","0,0000","14,5476","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","10,7257","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
407,,Durach,Schaffhausen,SCHAFFHAUSEN,"44,9",3,2,,,"0,0477","0,0388",8277,"931,93","483,40","479,11","752,08","486,84","278,21",401,912,648,"2,6891",511,"14,07",0,0,1,0,"49,0358","19,7897","19,9744","10,3081","0,7642","0,0892","0,0261","0,0120","0,0005","1,0552",17420,1751,233,2357,6340,"0,3876","0,0000","26,0632","45,0752","1,6998","24,8949","0,0000","53,1042","1,6998","46,8256","0,0000","49,2076","0,0000","58,4363","53,2090","44,5240","0,0000","0,0000","35,5643","26,0632","45,0752","0,0000","26,5947","0,0000","44,5184","1,5398","2,9883","0,0000","26,7442","0,0000","68,7277","0,0000","0,0000","0,0000","0,0000","0,0000",15,0,0,5,0,14,2,60961,0,0,0,3,261,0,2465,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,"9,2497","0,0029","23,8719","0,0267","4,4235","0,0000","0,0000","0,0000","0,0000","0,0000","0,7141","0,0000","0,0000","0,0000","0,0101","0,0000","0,0000","26,4718","5,2187","6,3067","66,5026","0,0000","0,0000","0,0000","0,0000","0,0000","77,57","1,97","1,86","4,43","5,02","6,84","2,30","100,1","0,0","0,0","0,1","0,0","0,0","34,9","0,2","0,2","12,6","3,9","0,0","17,6","0,4","0,0"
408,,Durach,Merishausen,SCHAFFHAUSEN,"10,6",3,2,,,"0,0313","0,0248",9091,"918,01","474,26","474,90","716,46","464,04","264,75",548,912,725,"3,1064",364,"16,71",1,0,0,0,"31,9170","33,0769","21,3674","12,3560","1,2021","0,0781","0,0026","0,0000","0,0000","1,0658",5231,632,21,199,5816,"0,4947","0,0000","20,9335","36,2015","3,7741","39,0909","0,0000","60,1704","3,7741","69,1684","0,0000","27,0575","0,0000","50,0682","27,0575","72,9425","0,0000","0,0000","43,2356","20,9335","36,2015","0,0000","42,8649","0,0000","52,9593","0,0000","0,1904","0,0000","38,0514","0,0000","61,7582","0,0000","0,0000","0,0000","0,0000","0,0000",0,0,0,56,0,1,0,44706,0,0,0,0,2747,0,0,0,0,0,0,25398,0,0,0,0,0,0,0,0,0,0,0,"0,4091","0,0000","33,8597","0,0000","4,3013","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,1339","0,0000","0,0000","33,8531","0,0000","28,7594","43,1543","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","0,0","0,0","34,4","0,0","0,2","10,9","1,0","0,0","21,3","1,0","0,0"
409,,Fochtelgraben,Neunkirch,SCHAFFHAUSEN,"6,5",3,2,,,"0,0396","0,0912",9484,"940,37","483,03","488,86","790,49","511,22","292,63",433,782,524,"1,6322",349,"8,69",0,0,1,0,"69,5439","17,3973","9,9638","2,8329","0,2421","0,0156","0,0045","0,0000","0,0000","1,0249",12509,605,247,2456,7287,"1,9391","0,0000","17,5272","1,7594","11,7608","27,9921","35,2622","73,1516","11,7592","27,9921","35,2638","19,2866","0,0000","50,1363","54,5504","39,7514","0,0000","0,0000","33,5133","17,5272","1,7594","0,0016","39,7514","35,2622","71,2734","0,0000","9,0034","0,0000","53,6296","0,0000","37,3671","0,0000","0,0000","0,0000","0,0000","0,0000",0,0,0,29,0,0,0,29350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","82,0911","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","82,1206","0,0000","0,0000","23,6426","0,0000","0,0000","0,0000","0,0000","0,0000","28,76","0,84","0,72","2,46","4,84","8,23","54,16","100,0","0,0","0,0","0,0","0,0","0,0","82,7","0,0","0,0","26,5","0,0","0,1","51,2","4,9","0,0"
410,,Halbach,Hallau,SCHAFFHAUSEN,"10,7",3,1,,,"0,1373","0,1141",12462,"962,34","489,28","506,32","803,52","520,23","296,75",391,622,482,"1,2666",231,"6,84",0,0,1,0,"75,9252","21,6301","2,1111","0,3023","0,0311","0,0001","0,0000","0,0000","0,0000","1,0120",7035,643,292,2777,7159,"0,6574","0,0000","0,0000","7,9482","4,4334","49,7617","25,7116","74,1094","0,1963","51,1953","25,7116","6,5146","4,2371","45,3932","40,5304","47,3244","0,0000","0,0000","33,7948","0,0000","7,9482","0,0000","54,1951","25,7116","72,2470","0,0000","15,7609","0,0000","83,9226","0,0000","0,3164","0,0000","0,0000","0,0000","0,0000","0,0000",0,0,0,235,0,12,0,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0217","82,2458","0,0000","20,0850","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","71,3597","0,0000","0,0000","17,3653","0,0000","13,3132","0,0000","0,0000","0,0000","48,19","5,63","4,35","7,69","6,22","7,85","20,07","100,0","0,0","0,0","0,0","0,0","0,0","73,9","0,1","0,0","21,0","8,2","0,0","41,5","3,0","0,0"
